title,price,location,Tình trạng,Năm sản xuất,Xuất xứ,Động cơ,Kiểu dáng,Hộp số,Số Km đã đi,Dẫn động,Màu ngoại thất,Màu nội thất,Số cửa,Số chỗ ngồi
Xe Kia Seltos Premium 1.5 AT	2024,729 Triệu,"Số 14A, Lê Hồng Phong, Hải An, Hải Phòng. Hải Phòng",Xe đã dùng,2024,Trong nước,Xăng 1.5 L,Crossover,Số tự động,-,FWD - Dẫn động cầu trước,Đen,Đen,5 cửa,5 chỗ
Xe VinFast VF8 Eco AWD	2023,710 Triệu,Số 99 Hồng Đô - Phú Đô - Nam Từ Liêm Hà Nội,Xe đã dùng,2023,Trong nước,Điện,SUV,Số tự động,"27,000 Km",AWD - 4 bánh toàn thời gian,Xanh,Đen,5 cửa,5 chỗ
Xe Honda City RS 1.5 AT	2023,520 Triệu,"14/1 Đại lộ Bình Dương, khu phố Bình Hòa, Phường Lái Thiêu, Thành phố Thuận An Bình Dương",Xe đã dùng,2023,Trong nước,Xăng 1.5 L,Sedan,Số tự động,"33,000 Km",FWD - Dẫn động cầu trước,Đỏ,Đen,4 cửa,5 chỗ
Xe MG 5 1.5 MT	2024,310 Triệu,209 Nguyễn Xiển - Phường Hạ Đình - Thanh Xuân Hà Nội,Xe đã dùng,2024,Nhập khẩu,Xăng 1.5 L,Sedan,Số tay,"25,000 Km",FWD - Dẫn động cầu trước,Đen,Đen,4 cửa,5 chỗ
Xe LandRover Range Rover HSE 3.0	2014,1 Tỷ 890 Triệu,"17 HDi Mạc Thái Tông , Trung Hoà , Cầu Giấy Hà Nội",Xe đã dùng,2014,Nhập khẩu,Xăng 3.0 L,SUV,Số tự động,"110,000 Km",AWD - 4 bánh toàn thời gian,Đen,Kem,5 cửa,5 chỗ
Xe VinFast Minio Green AT	2025,269 Triệu,"391 Võ Nguyên Giáp, Phường An Phú, Tp.Thủ Đức TP HCM",Xe mới,2025,Trong nước,Điện,Hatchback,Số tự động,-,FWD - Dẫn động cầu trước,Bạc,Đen,3 cửa,4 chỗ
Xe Ford Focus Titanium 1.5L	2016,355 Triệu,79 Nguyễn Chánh - Nam Trung Yên - Cầu Giấy Hà Nội,Xe đã dùng,2016,Trong nước,Xăng 1.5 L,Sedan,Số tự động,"130,000 Km",FWD - Dẫn động cầu trước,Trắng,Kem,4 cửa,5 chỗ
Xe Kia Sonet Premium 1.5 AT	2024,595 Triệu,Hà Nội Hà Nội,Xe đã dùng,2024,Trong nước,Xăng 1.5 L,SUV,Số tự động,"7,108 Km",FWD - Dẫn động cầu trước,Trắng,Đen,5 cửa,5 chỗ
Xe Honda City RS 1.5 AT	2025,504 Triệu,"Số 2 Lê Đức Thọ, P.Mai Dịch, Cầu Giấy Hà Nội",Xe mới,2025,Trong nước,Xăng 1.5 L,Sedan,Số tự động,-,FWD - Dẫn động cầu trước,Đỏ,Đen,4 cửa,5 chỗ
Xe Hyundai SantaFe Cao cấp 2.2L HTRAC	2022,1 Tỷ 119 Triệu,Hà Nội Hà Nội,Xe đã dùng,2022,Trong nước,Dầu 2.2 L,SUV,Số tự động,"48,000 Km",AWD - 4 bánh toàn thời gian,Đen,Nâu,5 cửa,7 chỗ
Xe LandRover Discovery HSE Luxury	2015,850 Triệu,"87 Nguyễn Thị Búp, phường Tân Chánh Hiệp, Q12 TP HCM",Xe đã dùng,2015,Nhập khẩu,Xăng 3.0 L,SUV,Số tự động,"95,000 Km",AWD - 4 bánh toàn thời gian,Xanh,Nâu,5 cửa,7 chỗ
Xe Mercedes Benz C class C200 Avantgarde Plus	2023,1 Tỷ 600 Triệu,"113 Nguyễn Hữu Thọ, P Hòa Thuận Tây, Q Hải Châu Đà Nẵng",Xe đã dùng,2023,Trong nước,Xăng 1.5 L,Sedan,Số tự động,"1,000 Km",RFD - Dẫn động cầu sau,Đen,Nâu,4 cửa,5 chỗ
Xe Mitsubishi Xpander Premium 1.5 AT	2025,579 Triệu,"189 Nghi Tàm, Phường Yên Phụ, Quận Tây Hồ Hà Nội",Xe mới,2025,Nhập khẩu,Xăng 1.5 L,SUV,Số tự động,-,FWD - Dẫn động cầu trước,Trắng,Đen,5 cửa,7 chỗ
Xe VinFast Minio Green AT	2025,269 Triệu,"Km2+500 - Phan Trọng Tuệ, Huyện Thanh Trì Hà Nội",Xe mới,2025,Trong nước,Điện,Hatchback,Số tự động,-,FWD - Dẫn động cầu trước,Bạc,Đen,3 cửa,4 chỗ
Xe Peugeot 2008 GT Line 1.2 AT	2021,595 Triệu,Số 9 Nguyễn Văn Cừ - Long Biên Hà Nội,Xe đã dùng,2021,Trong nước,Xăng 1.2 L,Crossover,Số tự động,"50,000 Km",FWD - Dẫn động cầu trước,Trắng,Đen,5 cửa,5 chỗ
Xe Kia Sportage Premium 2.0G	2024,810 Triệu,Hà Nội Hà Nội,Xe đã dùng,2024,Trong nước,Xăng 2.0 L,Crossover,Số tự động,"2,900 Km",FWD - Dẫn động cầu trước,Trắng,Đen,5 cửa,5 chỗ
Xe VinFast VF8 Eco	2025,908 Triệu,"Khu Cầu Quan, Trung Sơn Trầm , Sơn Tây Hà Nội",Xe mới,2025,Trong nước,Điện,SUV,Số tự động,-,FWD - Dẫn động cầu trước,Đỏ,Đen,5 cửa,5 chỗ
Xe Mercedes Benz GLE Class GLE 450 4Matic	2021,2 Tỷ 790 Triệu,Số 2 Hạ Yên Quyết - Cầu Giấy Hà Nội,Xe đã dùng,2021,Nhập khẩu,Hybrid 3.0 L,SUV,Số tự động,"60,000 Km",AWD - 4 bánh toàn thời gian,Đen,Kem,5 cửa,7 chỗ
Xe Nissan Navara EL 2.3 AT 2WD Cao cấp	2022,535 Triệu,26 Phạm Văn Đồng Hà Nội,Xe đã dùng,2022,Nhập khẩu,Dầu 2.3 L,Bán tải / Pickup,Số tự động,-,RFD - Dẫn động cầu sau,Đỏ,Đen,4 cửa,5 chỗ
Xe Ford Ranger XLS 2.2L 4x2 AT	2021,555 Triệu,Ki ốt 12 - CT6 Khu đô thị Định Công - Hoàng Mai Hà Nội,Xe đã dùng,2021,Nhập khẩu,Dầu 2.2 L,Bán tải / Pickup,Số tự động,"75,000 Km",RFD - Dẫn động cầu sau,Đen,Ghi,4 cửa,5 chỗ
Xe Toyota Land Cruiser 3.5 V6	2025,4 Tỷ 580 Triệu,Nam Từ Liêm Hà Nội,Xe mới,2025,Nhập khẩu,Xăng 3.4 L,SUV,Số tự động,-,AWD - 4 bánh toàn thời gian,Trắng,Kem,5 cửa,7 chỗ
Xe Toyota Land Cruiser 3.5 V6	2025,4 Tỷ 580 Triệu,Thanh Xuân Hà Nội,Xe mới,2025,Nhập khẩu,Xăng 3.4 L,SUV,Số tự động,-,AWD - 4 bánh toàn thời gian,Đen,Đen,5 cửa,7 chỗ
Xe Toyota Vios G 1.5 CVT	2025,508 Triệu,"220 Bis, Điện Biên Phủ, Phường Thạnh Mỹ Tây TP HCM",Xe mới,2025,Trong nước,Xăng 1.5 L,Sedan,Số tự động,-,FWD - Dẫn động cầu trước,Trắng,Đen,4 cửa,5 chỗ
Xe Hyundai Tucson 2.0 ATH	2019,590 Triệu,"55A Tố Hữu , Nam Từ Liêm , Hà Nội Hà Nội",Xe đã dùng,2019,Trong nước,Xăng 2.0 L,Crossover,Số tự động,"72,000 Km",FWD - Dẫn động cầu trước,Nâu,Kem,5 cửa,5 chỗ
Xe Hyundai SantaFe Cao cấp 2.5L HTRAC	2022,1 Tỷ 35 Triệu,Hà Nội Hà Nội,Xe đã dùng,2022,Trong nước,Xăng 2.5 L,SUV,Số tự động,"53,000 Km",AWD - 4 bánh toàn thời gian,Đen,Nâu,5 cửa,7 chỗ
Xe Ford Everest Titanium Plus 2.0L 4x4 AT	2023,1 Tỷ 268 Triệu,247 Lê Thị Riêng Quận 12 TP HCM,Xe đã dùng,2023,Nhập khẩu,Dầu 2.0 L,SUV,Số tự động,"40,000 Km",4WD - Dẫn động 4 bánh,Đen,Đen,5 cửa,7 chỗ
Xe Peugeot 5008 Allure 1.6 AT	2020,680 Triệu,Phạm Văn Đồng Bắc Từ Liêm Hà Nội Hà Nội,Xe đã dùng,2020,Trong nước,Xăng 1.6 L,SUV,Số tự động,"75,000 Km",FWD - Dẫn động cầu trước,Đen,Màu khác,5 cửa,7 chỗ
Xe Audi A6 1.8 TFSI	2015,569 Triệu,"Mr Tiến - 115/82 Lê Văn Sỹ, P.13, Q. Phú Nhuận TP HCM",Xe đã dùng,2015,Nhập khẩu,Xăng 1.8 L,Sedan,Số tự động,"66,666 Km",FWD - Dẫn động cầu trước,Xanh,Nâu,4 cửa,5 chỗ
Xe Smart Fortwo 1.0 AT	2008,450 Triệu,"33/3 Quách Văn Tuấn, P12, Q.Tân Bình TP HCM",Xe đã dùng,2008,Nhập khẩu,Xăng 1.0 L,Hatchback,Số tự động,-,RFD - Dẫn động cầu sau,Cam,Cam,2 cửa,2 chỗ
Xe Peugeot 3008 Active 1.6 AT	2020,605 Triệu,"234-244 Lê Duẩn, TP Buôn Ma Thuột Đăk Lăk",Xe đã dùng,2020,Trong nước,Xăng 1.6 L,Crossover,Số tự động,"37,000 Km",FWD - Dẫn động cầu trước,Đỏ,Đen,5 cửa,5 chỗ
Xe Toyota Land Cruiser VX 4.6 V8	2015,1 Tỷ 950 Triệu,"190-192 Cổ Linh, Long Biên Hà Nội",Xe đã dùng,2015,Nhập khẩu,Xăng 4.6 L,SUV,Số tự động,"200,000 Km",AWD - 4 bánh toàn thời gian,Đen,Đen,5 cửa,8 chỗ
Xe Toyota Veloz Cross 1.5 CVT	2023,489 Triệu,"939 đường 30-4, P.Chánh Nghĩa, TP.Thủ Dầu Một Bình Dương",Xe đã dùng,2023,Trong nước,Xăng 1.5 L,SUV,Số tự động,"93,000 Km",FWD - Dẫn động cầu trước,Bạc,Đen,5 cửa,7 chỗ
Xe Toyota Fortuner 2.4G 4x2 MT	2017,575 Triệu,"939 đường 30-4, P.Chánh Nghĩa, TP.Thủ Dầu Một Bình Dương",Xe đã dùng,2017,Nhập khẩu,Dầu 2.4 L,SUV,Số tay,"160,000 Km",RFD - Dẫn động cầu sau,Nâu,Nhiều màu,5 cửa,7 chỗ
Xe Ford Everest Titanium 2.0L 4x2 AT	2020,848 Triệu,Hà Nội Hà Nội,Xe đã dùng,2020,Nhập khẩu,Dầu 2.0 L,SUV,Số tự động,"65,000 Km",RFD - Dẫn động cầu sau,Đỏ,Đen,5 cửa,7 chỗ
Xe Kia Carnival Signature 3.5G	2022,1 Tỷ 155 Triệu,"939 đường 30-4, P.Chánh Nghĩa, TP.Thủ Dầu Một Bình Dương",Xe đã dùng,2022,Trong nước,Xăng 3.5 L,Van/Minivan,Số tự động,"46,000 Km",FWD - Dẫn động cầu trước,Xám,Nâu,5 cửa,7 chỗ
Xe Toyota Fortuner 2.5G	2016,535 Triệu,"Trụ cầu T50 linh đàm. Yên sở ,Hà nội Hà Nội",Xe đã dùng,2016,Trong nước,Dầu 2.5 L,SUV,Số tay,"150,000 Km",RFD - Dẫn động cầu sau,Bạc,Kem,5 cửa,7 chỗ
Xe Kia Carnival Signature 2.2D	2024,1 Tỷ 370 Triệu,Hà Nội Hà Nội,Xe đã dùng,2024,Trong nước,Dầu 2.2 L,Van/Minivan,Số tự động,"29,000 Km",FWD - Dẫn động cầu trước,Trắng,Nâu,5 cửa,7 chỗ
Xe Mazda 3 1.5 AT	2017,345 Triệu,Ha noi Hà Nội,Xe đã dùng,2017,Trong nước,Xăng 1.5 L,Sedan,Số tự động,"110,000 Km",FWD - Dẫn động cầu trước,Xám,Đen,4 cửa,5 chỗ
Xe Ford Everest Titanium 2.0L 4x2 AT	2023,1 Tỷ 180 Triệu,Hà Nội Hà Nội,Xe đã dùng,2023,Nhập khẩu,Dầu 2.0 L,SUV,Số tự động,"50,000 Km",RFD - Dẫn động cầu sau,Trắng,Đen,5 cửa,7 chỗ
Xe Toyota Highlander Limited Hybrid 2.5 AWD	2020,3 Tỷ 250 Triệu,"70 Trương Công Giai, Phường Dịch Vọng Hậu, Quận Cầu Giấy Hà Nội",Xe đã dùng,2020,Nhập khẩu,Hybrid 2.5 L,SUV,Số tự động,"17,000 Km",AWD - 4 bánh toàn thời gian,Bạc,Đen,5 cửa,7 chỗ
Xe Honda CRV 2.0 AT	2017,544 Triệu,"585 - 700 Trần Tất Văn, Quận Kiến An Hải Phòng",Xe đã dùng,2017,Trong nước,Xăng 2.0 L,SUV,Số tự động,"74,000 Km",FWD - Dẫn động cầu trước,Bạc,Kem,5 cửa,5 chỗ
Xe Kia Seltos Luxury 1.4 AT	2021,580 Triệu,"138 Phạm Văn Đồng, Q. Bắc Từ Liêm Hà Nội",Xe đã dùng,2021,Trong nước,Xăng 1.4 L,Crossover,Số tự động,"24,000 Km",FWD - Dẫn động cầu trước,Trắng,Kem,5 cửa,5 chỗ
Xe Toyota Vios G 1.5 CVT	2021,429 Triệu,"560, đường ĐT747, ấp Bào Gốc, xã Bình Mỹ, Bắc Tân Uyên Bình Dương",Xe đã dùng,2021,Trong nước,Xăng 1.5 L,Sedan,Số tự động,"22,000 Km",FWD - Dẫn động cầu trước,Đen,-,4 cửa,5 chỗ
Xe Audi TT 2.0 TFSI	2016,1 Tỷ 90 Triệu,"165 Phạm Văn Đồng, Xuân Đỉnh, Bắc Từ Liêm, Hà Nội Hà Nội",Xe đã dùng,2016,Nhập khẩu,Xăng 2.0 L,Coupe,Số tự động,"129,000 Km",FWD - Dẫn động cầu trước,Đỏ,Đen,2 cửa,4 chỗ
Xe Hyundai i10 Grand 1.2 MT Base	2018,198 Triệu,"Khu 8, xã Phù Ninh Phú Thọ",Xe đã dùng,2018,Trong nước,Xăng 1.2 L,Hatchback,Số tay,"67,000 Km",FWD - Dẫn động cầu trước,Bạc,Ghi,5 cửa,5 chỗ
Xe Mini Cooper Convertible S	2024,2 Tỷ 350 Triệu,"Số 5 Đường Ngọc Hồi, Hoàng Liệt, Hoàng Mai Hà Nội",Xe mới,2024,Nhập khẩu,Xăng 2.0 L,Convertible/Cabriolet,Số tự động,-,FWD - Dẫn động cầu trước,Vàng,Đen,2 cửa,5 chỗ
Xe Toyota Corolla Cross 1.8V	2024,789 Triệu,"88 Vũ Đức Thận, Việt Hưng, Long Biên Hà Nội",Xe đã dùng,2024,Nhập khẩu,Xăng 1.8 L,SUV,Số tự động,"14,000 Km",FWD - Dẫn động cầu trước,Đỏ,Đen,5 cửa,5 chỗ
Xe Honda City 1.5 AT	2014,290 Triệu,"112 Nguyễn Chánh , Cầu Giấy Hà Nội",Xe đã dùng,2014,Trong nước,Xăng 1.5 L,Sedan,Số tự động,"90,000 Km",FWD - Dẫn động cầu trước,Bạc,Đen,4 cửa,5 chỗ
Xe Kia Sedona 2.2 DAT Luxury	2019,730 Triệu,"138 Phạm Văn Đồng, Q. Bắc Từ Liêm Hà Nội",Xe đã dùng,2019,Trong nước,Dầu 2.2 L,Van/Minivan,Số tự động,"145,000 Km",FWD - Dẫn động cầu trước,Đen,Kem,5 cửa,7 chỗ
Xe Ford EcoSport Titanium 1.5L AT	2016,335 Triệu,"297 QL22, Đông Lân, Xã Bà Điểm, H. Hóc Môn TP HCM",Xe đã dùng,2016,Trong nước,Xăng 1.5 L,SUV,Số tự động,"40,000 Km",FWD - Dẫn động cầu trước,Đỏ,Đen,5 cửa,5 chỗ
Xe Lexus NX 200t	2016,1 Tỷ 250 Triệu,"Trương Công Giai, Dịch Vọng Hậu, Cầu Giấy, Hà Nội Hà Nội",Xe đã dùng,2016,Nhập khẩu,Xăng 2.0 L,SUV,Số tự động,"90,000 Km",AWD - 4 bánh toàn thời gian,Đỏ,Kem,5 cửa,5 chỗ
Xe Mazda CX5 2.0 AT	2015,445 Triệu,"389 Quốc Lộ 13, P.Hiệp Bình Phước, Quận Thủ Đức TP HCM",Xe đã dùng,2015,Trong nước,Xăng 2.0 L,SUV,Số tự động,"98,000 Km",FWD - Dẫn động cầu trước,Xám,Đen,5 cửa,5 chỗ
Xe Kia Sedona 2.2 DAT Deluxe	2020,645 Triệu,"138 Phạm Văn Đồng, Q. Bắc Từ Liêm Hà Nội",Xe đã dùng,2020,Trong nước,Dầu 2.2 L,Van/Minivan,Số tự động,"250,000 Km",FWD - Dẫn động cầu trước,Trắng,Kem,5 cửa,7 chỗ
Xe VinFast Lux A 2.0 Base 2.0 AT	2021,500 Triệu,Hà Nội Hà Nội,Xe đã dùng,2021,Trong nước,Xăng 2.0 L,Sedan,Số tự động,"42,000 Km",RFD - Dẫn động cầu sau,Đỏ,Đen,4 cửa,5 chỗ
Xe Porsche Cayenne 3.6 V6	2012,1 Tỷ 80 Triệu,"39 Lê Văn Lương, Trung Hòa, Cầu Giấy Hà Nội",Xe đã dùng,2012,Nhập khẩu,Xăng 3.6 L,SUV,Số tự động,-,AWD - 4 bánh toàn thời gian,Trắng,Kem,5 cửa,5 chỗ
Xe Honda City RS 1.5 AT	2022,458 Triệu,"70 Lương Thế Vinh, TT Gôi, Huyện Vụ Bản Nam Định",Xe đã dùng,2022,Trong nước,Xăng 1.5 L,Sedan,Số tự động,-,FWD - Dẫn động cầu trước,Bạc,Ghi,4 cửa,5 chỗ
Xe VinFast VF5 Plus	2024,438 Triệu,02 Trần Hữu Dực - Mỹ Đình 2 - Nam Từ Liêm Hà Nội,Xe đã dùng,2024,Trong nước,Điện,SUV,Số tự động,"26,000 Km",FWD - Dẫn động cầu trước,Trắng,Đen,5 cửa,5 chỗ
Xe Toyota Hilux Adventure 2.8L 4x4 AT	2024,940 Triệu,"119 Lê Văn Lương, Nhân Chính, Thanh Xuân, Hà Nội",Xe đã dùng,2024,Nhập khẩu,Dầu 2.8 L,Bán tải / Pickup,Số tự động,"9,393 Km",4WD - Dẫn động 4 bánh,Đen,Đen,4 cửa,5 chỗ
Xe Ford Ranger Wildtrak 2.0L 4x4 AT	2018,560 Triệu,"10 Vũ Đức Thận , Long Biên Hà Nội",Xe đã dùng,2018,Nhập khẩu,Dầu 2.0 L,Bán tải / Pickup,Số tự động,"88,000 Km",4WD - Dẫn động 4 bánh,Cam,Đen,4 cửa,5 chỗ
Xe Mitsubishi Attrage 1.2 MT	2022,275 Triệu,"305 Nguyên Văn Cừ, TP. Buôn Ma Thuột Đăk Lăk",Xe đã dùng,2022,Nhập khẩu,Xăng 1.2 L,Sedan,Số tay,"51,000 Km",FWD - Dẫn động cầu trước,Ghi,Đen,4 cửa,5 chỗ
Xe Haval Jolion HEV	2025,625 Triệu,"63 Cổ Linh, Thạch Bàn, Long Biên Hà Nội",Xe mới,2025,Nhập khẩu,Hybrid 1.5 L,SUV,Số tự động,-,FWD - Dẫn động cầu trước,Trắng,Đen,5 cửa,5 chỗ
Xe Mercedes Benz GLC 300 4Matic	2022,1 Tỷ 699 Triệu,"192-194-196 Đường 30, Bình Trị Đông B, Bình Tân TP HCM",Xe đã dùng,2022,Trong nước,Xăng 2.0 L,SUV,Số tự động,"39,000 Km",AWD - 4 bánh toàn thời gian,Đen,Nâu,5 cửa,5 chỗ
Xe Lexus RX 350h Premium	2025,3 Tỷ 500 Triệu,Số 1 Dương Đình Nghệ Hà Nội,Xe mới,2025,Nhập khẩu,Hybrid 2.5 L,SUV,Số tự động,-,AWD - 4 bánh toàn thời gian,Trắng,Nâu,5 cửa,5 chỗ
Xe Hyundai Accent Cao cấp 1.5 AT	2024,515 Triệu,Hà Nội Hà Nội,Xe đã dùng,2024,Trong nước,Xăng 1.5 L,Sedan,Số tự động,"10,000 Km",FWD - Dẫn động cầu trước,Trắng,Đen,4 cửa,5 chỗ
Xe Hyundai SantaFe Prestige 2.5L HTRAC	2024,1 Tỷ 85 Triệu,Hà Nội Hà Nội,Xe đã dùng,2024,Trong nước,Xăng 2.5 L,SUV,Số tự động,"19,000 Km",AWD - 4 bánh toàn thời gian,Đen,Đen,5 cửa,7 chỗ
Xe Lexus GS 350	2008,555 Triệu,"292 Nguyễn Tất Thành, TP. Việt Trì Phú Thọ",Xe đã dùng,2008,Nhập khẩu,Xăng 3.5 L,Sedan,Số tự động,"120,000 Km",RFD - Dẫn động cầu sau,Đỏ,Đen,4 cửa,5 chỗ
Xe Ford Focus Sport 1.5L	2019,450 Triệu,"79 Nguyễn Chánh, Trung Hoà, Cầu Giấy Hà Nội",Xe đã dùng,2019,Trong nước,Xăng 1.5 L,Hatchback,Số tự động,"42,000 Km",FWD - Dẫn động cầu trước,Đỏ,Đen,5 cửa,5 chỗ
Xe Hyundai Solati H350 2.5 MT	2019,750 Triệu,"Quốc Lộ 13, TP Thủ Đức TP HCM",Xe đã dùng,2019,Trong nước,Dầu 2.5 L,Van/Minivan,Số tay,"78,000 Km",RFD - Dẫn động cầu sau,Đỏ,Kem,4 cửa,16 chỗ
Xe Hyundai Custin Cao Cấp 2.0T	2024,890 Triệu,Hà Nội Hà Nội,Xe đã dùng,2024,Trong nước,Xăng 2.0 L,Van/Minivan,Số tự động,"19,000 Km",FWD - Dẫn động cầu trước,Trắng,Đen,5 cửa,7 chỗ
Xe Mazda 2 1.5 AT	2020,369 Triệu,307 Nguyễn Văn Linh Hải Phòng,Xe đã dùng,2020,Nhập khẩu,Xăng 1.5 L,Sedan,Số tự động,"46,000 Km",FWD - Dẫn động cầu trước,Đỏ,Xám,4 cửa,5 chỗ
Xe Honda Brio RS	2020,369 Triệu,Đường CN9 - Phương Canh - Nam Từ Liêm Hà Nội,Xe đã dùng,2020,Nhập khẩu,Xăng 1.2 L,Hatchback,Số tự động,"55,000 Km",FWD - Dẫn động cầu trước,Vàng,Đen,5 cửa,5 chỗ
Xe Mazda CX8 Premium AWD	2022,868 Triệu,"số 138 Phạm Văn Đồng, Bắc Từ Liêm Hà Nội",Xe đã dùng,2022,Trong nước,Xăng 2.5 L,SUV,Số tự động,"86,000 Km",AWD - 4 bánh toàn thời gian,Trắng,Nâu,5 cửa,7 chỗ
Xe BMW X7 xDrive40i M Sport	2025,4 Tỷ 935 Triệu,"68A Lê Văn Lương, P. Thanh Xuân Hà Nội",Xe mới,2025,Nhập khẩu,Hybrid 3.0 L,SUV,Số tự động,-,AWD - 4 bánh toàn thời gian,Trắng,Nâu,5 cửa,7 chỗ
Xe GAC M8 GT Master 2.0T	2025,1 Tỷ 799 Triệu,"Số 3-5 Nguyễn Văn Linh, Long Biên Hà Nội",Xe mới,2025,Nhập khẩu,Xăng 2.0 L,Van/Minivan,Số tự động,-,FWD - Dẫn động cầu trước,Trắng,Nhiều màu,5 cửa,7 chỗ
Xe Hyundai SantaFe Prestige 2.5L HTRAC	2024,1 Tỷ 90 Triệu,"597 QL 51, Hương Sơn, Long Hương, TP. Bà Rịa Bà Rịa Vũng Tàu",Xe đã dùng,2024,Trong nước,Xăng 2.5 L,SUV,Số tự động,"17,000 Km",AWD - 4 bánh toàn thời gian,Đen,Đen,5 cửa,7 chỗ
Xe Toyota Vios 1.5E MT	2018,288 Triệu,290 Đường Máng Nước - An Dương Hải Phòng,Xe đã dùng,2018,Trong nước,Xăng 1.5 L,Sedan,Số tay,-,FWD - Dẫn động cầu trước,Trắng,Kem,4 cửa,5 chỗ
Xe Mercedes Benz GLC 200 4Matic	2023,1 Tỷ 919 Triệu,"126A đường 2/9 ,TP Đà Nẵng Đà Nẵng",Xe đã dùng,2023,Trong nước,Xăng 2.0 L,SUV,Số tự động,"20,000 Km",AWD - 4 bánh toàn thời gian,Trắng,Nâu,5 cửa,5 chỗ
Xe Lexus LX 570	2020,7 Tỷ 200 Triệu,Thạch Xá - Thạch Thất Hà Nội,Xe đã dùng,2020,Nhập khẩu,Xăng 5.7 L,SUV,Số tự động,"60,000 Km",AWD - 4 bánh toàn thời gian,Đen,Nâu,5 cửa,7 chỗ
Xe Ford EcoSport Titanium 1.0 EcoBoost	2018,385 Triệu,"416 Dương Quảng Hàm, Phường An Nhơn (Gò Vấp cũ) TP HCM",Xe đã dùng,2018,Trong nước,Xăng 1.0 L,SUV,Số tự động,"68,000 Km",FWD - Dẫn động cầu trước,Đen,Đen,5 cửa,5 chỗ
Xe Toyota Prado VX 2.7L	2019,1 Tỷ 999 Triệu,"259 Phạm Văn Đồng, Bắc Từ Liêm Hà Nội",Xe đã dùng,2019,Nhập khẩu,Xăng 2.7 L,SUV,Số tự động,"70,000 Km",AWD - 4 bánh toàn thời gian,Đen,Đen,5 cửa,7 chỗ
Xe Toyota Wigo E 1.2 MT	2023,265 Triệu,729 Đường Trần Phú - P. Nam Cường - TP Lào Cai Lào Cai,Xe đã dùng,2023,Nhập khẩu,Xăng 1.2 L,Hatchback,Số tay,"40,000 Km",FWD - Dẫn động cầu trước,Đỏ,Đen,5 cửa,5 chỗ
Xe Mitsubishi Pajero Sport 2.4D 4x2 AT	2021,825 Triệu,"Số 17 Phạm Hùng, Mỹ Đình 2, Nam Từ Liêm Hà Nội",Xe đã dùng,2021,Nhập khẩu,Dầu 2.4 L,SUV,Số tự động,"120,000 Km",RFD - Dẫn động cầu sau,Nâu,Đen,5 cửa,7 chỗ
Xe LandRover Discovery HSE SDV6	2014,1 Tỷ 830 Triệu,"Số 3 Nguyễn Văn Huyên, Nghĩa Đô, Cầu Giấy Hà Nội",Xe đã dùng,2014,Nhập khẩu,Dầu 3.0 L,SUV,Số tự động,"83,000 Km",AWD - 4 bánh toàn thời gian,Vàng,Đen,5 cửa,7 chỗ
Xe Kia Sedona 2.2 DAT Luxury	2019,760 Triệu,"số 15 ngách 355/100 đường Xuân Đỉnh, Tp Hn Hà Nội",Xe đã dùng,2019,Trong nước,Dầu 2.2 L,Van/Minivan,Số tự động,"116,000 Km",FWD - Dẫn động cầu trước,Trắng,Kem,5 cửa,7 chỗ
Xe Toyota Wigo G 1.2 AT	2025,399 Triệu,"1797 Quốc Lộ 51 ,Ấp Xóm Gốc , Xã Long An , Huyện Long Thành Đồng Nai",Xe đã dùng,2025,Nhập khẩu,Xăng 1.2 L,Hatchback,Số tự động,"16,000 Km",FWD - Dẫn động cầu trước,Cam,Đen,5 cửa,5 chỗ
Xe Volkswagen Golf 2.0 TSI GTI Performance	2025,1 Tỷ 468 Triệu,"89b đường Xô Viết Nghệ Tĩnh, Tp. Vinh Nghệ An",Xe mới,2025,Nhập khẩu,Xăng 2.0 L,Hatchback,Số tự động,-,FWD - Dẫn động cầu trước,Xám,Xám,5 cửa,5 chỗ
Xe Ford Transit Trend	2025,800 Triệu,88 Nguyễn Xiển - Hạ Đình - Thanh Xuân Hà Nội,Xe mới,2025,Trong nước,Dầu 2.3 L,Van/Minivan,Số tay,-,RFD - Dẫn động cầu sau,Nâu,Kem,4 cửa,16 chỗ
Xe Ford Ranger XLS 2.2L 4x2 AT	2022,560 Triệu,Ki ốt 12 - CT6 Khu đô thị Định Công - Hoàng Mai Hà Nội,Xe đã dùng,2022,Trong nước,Dầu 2.2 L,Bán tải / Pickup,Số tự động,"85,000 Km",RFD - Dẫn động cầu sau,Trắng,Đen,4 cửa,5 chỗ
Xe Toyota Land Cruiser 3.5 V6	2025,4 Tỷ 580 Triệu,Nam Từ Liêm Hà Nội,Xe mới,2025,Nhập khẩu,Xăng 3.4 L,SUV,Số tự động,-,AWD - 4 bánh toàn thời gian,Đen,Đen,5 cửa,7 chỗ
Xe VinFast VF5 Plus	2025,485 Triệu,166 Phạm Văn Đồng - Xuân Đỉnh - Bắc Từ Liêm Hà Nội,Xe mới,2025,Trong nước,Điện,SUV,Số tự động,-,FWD - Dẫn động cầu trước,Trắng,Đen,5 cửa,5 chỗ
Xe MG ZS Standard 1.5 AT 2WD	2024,465 Triệu,"79 Nguyễn Chánh, Trung Hoà, Cầu Giấy Hà Nội",Xe đã dùng,2024,Nhập khẩu,Xăng 1.5 L,Crossover,Số tự động,"30,000 Km",FWD - Dẫn động cầu trước,Trắng,Đen,5 cửa,5 chỗ
